REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION,D - CASI TOTALI - A,D - DECEDUTI
2020-05-16,Lombardia,4521,268,27679,15450,22890,84518,,v5,399.0,39.0
2020-05-16,Friuli VG,79,3,680,319,598,3183,,v5,8.0,1.0
2020-05-16,Abruzzo,195,7,1423,383,1221,3178,,v5,30.0,2.0
2020-05-16,Bolzano,48,5,343,290,290,2578,,v5,0.0,0.0
2020-05-16,Umbria,25,2,81,73,54,1422,,v5,0.0,0.0
2020-05-16,Sardegna,75,10,415,125,330,1352,,v5,4.0,0.0
2020-05-16,Valle d'Aosta,33,0,75,142,42,1173,,v5,1.0,0.0
2020-05-16,Calabria,56,2,474,95,416,1151,,v5,7.0,0.0
2020-05-16,Sicilia,159,12,1659,265,1488,3382,,v5,8.0,2.0
2020-05-16,Molise,8,2,215,22,205,410,,v5,3.0,0.0
2020-05-17,Trento,41,8,301,453,252,4338,69659.0,v5,12.0,0.0
2020-05-17,Valle d'Aosta,31,0,68,143,37,1173,12169.0,v5,0.0,1.0
2020-05-17,Sardegna,76,10,405,125,319,1353,42249.0,v5,1.0,0.0
2020-05-17,Umbria,25,2,78,73,51,1424,55956.0,v5,2.0,0.0
2020-05-17,Lombardia,4480,255,27430,15519,22695,84844,576359.0,v5,326.0,69.0
2020-05-17,Abruzzo,193,6,1422,385,1223,3186,57217.0,v5,8.0,2.0
2020-05-17,Friuli VG,80,3,654,319,571,3191,104056.0,v5,8.0,0.0
2020-05-17,Sicilia,145,13,1555,267,1397,3388,117426.0,v5,6.0,2.0
2020-05-17,Calabria,56,2,422,95,364,1151,55304.0,v5,0.0,0.0
2020-05-17,Molise,11,2,216,22,203,411,11085.0,v5,1.0,0.0
2020-05-17,Bolzano,50,5,314,290,259,2581,54428.0,v5,3.0,0.0
2020-05-17,Campania,342,17,1696,396,1337,4684,139787.0,v5,16.0,0.0
2020-05-17,Basilicata,29,1,104,27,74,392,22167.0,v5,2.0,0.0
2020-05-17,Puglia,263,21,2017,470,1733,4379,91035.0,v5,5.0,7.0
2020-05-17,Piemonte,1620,101,10239,3612,8518,29547,249371.0,v5,64.0,18.0
2020-05-17,Emilia Romagna,721,111,5656,3973,4824,27232,261106.0,v5,50.0,13.0
2020-05-17,Liguria,360,24,2456,1355,2072,9159,80154.0,v5,48.0,9.0
2020-05-17,Toscana,214,67,2802,984,2521,9948,204022.0,v5,35.0,5.0
2020-05-17,Lazio,1150,74,3910,622,2686,7446,206166.0,v5,50.0,6.0
2020-05-17,Marche,151,18,2565,984,2396,6667,88656.0,v5,25.0,2.0
2020-05-17,Veneto,273,22,4041,1794,3746,18941,506588.0,v5,13.0,11.0
2020-05-18,Abruzzo,191,6,1413,388,1216,3193,57897.0,v5,7.0,3.0
2020-05-18,Sicilia,137,13,1539,267,1389,3395,118859.0,v5,7.0,0.0
2020-05-18,Lombardia,4482,252,27073,15543,22339,85019,581437.0,v5,175.0,24.0
2020-05-18,Friuli VG,81,3,621,320,537,3198,104874.0,v5,7.0,1.0
2020-05-18,Calabria,53,2,401,95,346,1151,56167.0,v5,0.0,0.0
2020-05-18,Bolzano,52,6,307,291,249,2582,54861.0,v5,1.0,1.0
2020-05-18,Umbria,24,2,77,73,51,1424,56279.0,v5,0.0,0.0
2020-05-18,Sardegna,72,10,380,126,298,1353,43387.0,v5,0.0,1.0
2020-05-18,Valle d'Aosta,30,0,60,143,30,1174,12327.0,v5,1.0,0.0
2020-05-18,Molise,9,2,217,22,206,422,11514.0,v5,11.0,0.0
2020-05-18,Trento,41,8,248,453,199,4351,70173.0,v5,13.0,0.0
2020-05-18,Campania,342,17,1673,399,1314,4695,143478.0,v5,11.0,3.0
2020-05-18,Marche,156,17,2315,984,2142,6678,89085.0,v5,11.0,0.0
2020-05-18,Basilicata,29,1,93,27,63,392,22581.0,v5,0.0,0.0
2020-05-18,Puglia,254,22,1995,471,1719,4386,91901.0,v5,7.0,1.0
2020-05-18,Piemonte,1589,99,9874,3632,8186,29619,253479.0,v5,72.0,20.0
2020-05-18,Liguria,360,23,2339,1367,1956,9191,81485.0,v5,32.0,12.0
2020-05-18,Veneto,263,22,4004,1803,3719,18950,513021.0,v5,9.0,9.0
2020-05-18,Toscana,197,66,2573,989,2310,9961,205201.0,v5,13.0,5.0
2020-05-18,Lazio,1137,73,3826,628,2616,7485,209472.0,v5,39.0,6.0
2020-05-18,Emilia Romagna,708,105,5525,3986,4712,27267,263888.0,v5,35.0,13.0
2020-05-19,Trento,42,8,204,455,154,4358,70691.0,v5,7.0,2.0
2020-05-19,Sicilia,125,12,1524,268,1387,3403,122040.0,v5,8.0,1.0
2020-05-19,Friuli VG,76,2,600,320,522,3203,105656.0,v5,5.0,0.0
2020-05-19,Abruzzo,188,6,1389,389,1195,3197,58945.0,v5,4.0,1.0
2020-05-19,Bolzano,46,6,308,291,256,2587,55526.0,v5,5.0,0.0
2020-05-19,Lombardia,4426,244,27291,15597,22621,85481,596355.0,v5,462.0,54.0
2020-05-19,Sardegna,71,9,341,126,261,1354,44413.0,v5,1.0,0.0
2020-05-19,Valle d'Aosta,26,1,49,143,22,1175,12663.0,v5,1.0,0.0
2020-05-19,Calabria,50,2,382,95,330,1153,57310.0,v5,2.0,0.0
2020-05-19,Umbria,25,2,66,74,39,1427,57822.0,v5,3.0,1.0
2020-05-19,Molise,9,2,212,22,201,422,11592.0,v5,0.0,0.0
2020-05-19,Lazio,1124,74,3786,640,2588,7505,213877.0,v5,20.0,12.0
2020-05-19,Campania,330,17,1518,399,1171,4707,147225.0,v5,12.0,0.0
2020-05-19,Marche,144,17,2128,986,1967,6675,89985.0,v5,-3.0,2.0
2020-05-19,Basilicata,26,1,84,27,57,393,23347.0,v5,1.0,0.0
2020-05-19,Piemonte,1579,96,9635,3679,7960,29727,258489.0,v5,108.0,47.0
2020-05-19,Puglia,247,22,1941,473,1672,4396,93834.0,v5,10.0,2.0
2020-05-19,Veneto,259,18,3754,1820,3477,18997,523800.0,v5,47.0,17.0
2020-05-19,Toscana,190,56,2323,992,2077,9968,209161.0,v5,7.0,3.0
2020-05-19,Liguria,338,22,2264,1376,1904,9257,83593.0,v5,66.0,9.0
2020-05-19,Emilia Romagna,670,99,5330,3997,4561,27314,268200.0,v5,47.0,11.0
2020-05-20,Bolzano,43,5,272,291,224,2587,56310.0,v5,0.0,0.0
2020-05-20,Molise,7,2,198,22,189,422,12158.0,v5,0.0,0.0
2020-05-20,Sicilia,118,11,1523,268,1394,3411,123573.0,v5,8.0,0.0
2020-05-20,Friuli VG,76,2,596,322,518,3209,108671.0,v5,6.0,2.0
2020-05-20,Abruzzo,185,6,1317,389,1126,3205,61123.0,v5,8.0,0.0
2020-05-20,Calabria,49,1,353,96,303,1156,58468.0,v5,3.0,1.0
2020-05-20,Umbria,25,2,66,74,39,1427,59220.0,v5,0.0,0.0
2020-05-20,Lombardia,4281,231,26671,15662,22159,85775,607863.0,v5,294.0,65.0
2020-05-20,Valle d'Aosta,25,1,46,143,20,1175,12920.0,v5,0.0,0.0
2020-05-20,Campania,318,12,1442,401,1112,4714,150764.0,v5,7.0,2.0
2020-05-20,Trento,39,6,126,455,81,4368,72031.0,v5,10.0,0.0
2020-05-20,Marche,125,16,1974,987,1833,6677,90093.0,v5,2.0,1.0
2020-05-20,Lazio,1119,74,3786,647,2593,7533,217849.0,v5,28.0,7.0
2020-05-20,Basilicata,22,1,73,27,50,393,23986.0,v5,0.0,0.0
2020-05-20,Puglia,242,21,1902,478,1639,4407,95895.0,v5,11.0,5.0
2020-05-20,Piemonte,1513,96,9151,3718,7542,29885,264624.0,v5,158.0,39.0
2020-05-20,Sardegna,68,10,331,126,253,1355,45572.0,v5,1.0,0.0
2020-05-20,Veneto,255,16,3532,1832,3261,19030,536798.0,v5,33.0,12.0
2020-05-20,Toscana,178,45,2117,998,1894,9982,214299.0,v5,14.0,6.0
2020-05-20,Liguria,310,22,2178,1386,1846,9289,85140.0,v5,32.0,10.0
2020-05-20,Emilia Romagna,626,96,5098,4008,4376,27364,274362.0,v5,50.0,11.0
2020-05-21,Lombardia,4119,226,26715,15727,22370,86091,622565.0,v5,316.0,65.0
2020-05-21,Molise,8,2,194,22,184,423,12253.0,v5,1.0,0.0
2020-05-21,Sicilia,107,11,1522,268,1404,3417,127348.0,v5,6.0,0.0
2020-05-21,Friuli VG,72,2,578,323,504,3215,111541.0,v5,6.0,1.0
2020-05-21,Abruzzo,175,5,1272,391,1092,3212,62161.0,v5,7.0,2.0
2020-05-21,Calabria,47,1,326,96,278,1156,59724.0,v5,0.0,0.0
2020-05-21,Umbria,17,2,61,74,42,1429,60471.0,v5,2.0,0.0
2020-05-21,Sardegna,64,12,318,127,242,1356,46795.0,v5,1.0,1.0
2020-05-21,Valle d'Aosta,26,1,43,143,16,1176,13261.0,v5,1.0,0.0
2020-05-21,Trento,40,6,66,455,20,4378,73849.0,v5,10.0,0.0
2020-05-21,Bolzano,50,5,250,291,195,2587,57104.0,v5,0.0,0.0
2020-05-21,Marche,111,16,1832,990,1705,6689,91885.0,v5,12.0,3.0
2020-05-21,Lazio,1110,68,3637,662,2459,7558,222071.0,v5,25.0,15.0
2020-05-21,Basilicata,15,1,60,27,44,394,24537.0,v5,1.0,0.0
2020-05-21,Puglia,236,20,1839,478,1583,4413,97589.0,v5,6.0,0.0
2020-05-21,Piemonte,1479,83,8710,3742,7148,29990,271286.0,v5,105.0,24.0
2020-05-21,Campania,312,9,1373,403,1052,4723,155842.0,v5,9.0,2.0
2020-05-21,Veneto,237,15,3286,1841,3034,19038,548573.0,v5,8.0,9.0
2020-05-21,Toscana,169,41,1877,1004,1667,10000,218615.0,v5,18.0,6.0
2020-05-21,Liguria,283,22,2075,1397,1770,9344,87011.0,v5,55.0,11.0
2020-05-21,Emilia Romagna,592,92,4926,4025,4242,27417,278917.0,v5,53.0,17.0
2020-05-22,Campania,312,9,1292,404,971,4733,161825.0,v5,10.0,1.0
2020-05-22,Molise,8,2,184,22,174,426,12616.0,v5,3.0,0.0
2020-05-22,Sicilia,103,10,1519,268,1406,3421,129431.0,v5,4.0,0.0
2020-05-22,Friuli VG,68,2,485,325,415,3227,114062.0,v5,12.0,2.0
2020-05-22,Abruzzo,157,4,1179,394,1018,3220,63956.0,v5,8.0,3.0
2020-05-22,Calabria,47,1,302,96,254,1157,60847.0,v5,1.0,0.0
2020-05-22,Umbria,16,2,59,74,41,1429,61696.0,v5,0.0,0.0
2020-05-22,Sardegna,58,6,306,128,242,1356,48189.0,v5,0.0,1.0
2020-05-22,Valle d'Aosta,22,2,43,143,19,1177,13531.0,v5,1.0,0.0
2020-05-22,Bolzano,34,5,224,291,185,2590,58188.0,v5,3.0,0.0
2020-05-22,Trento,32,4,607,455,571,4388,76001.0,v5,10.0,0.0
2020-05-22,Marche,101,15,1768,990,1652,6697,93549.0,v5,8.0,0.0
2020-05-22,Liguria,269,19,1908,1407,1620,9389,89529.0,v5,45.0,10.0
2020-05-22,Toscana,162,42,1786,1009,1582,10035,222505.0,v5,35.0,5.0
2020-05-22,Veneto,215,12,3023,1854,2796,19059,559933.0,v5,21.0,13.0
2020-05-22,Emilia Romagna,552,89,4730,4037,4089,27470,282857.0,v5,53.0,12.0
2020-05-22,Piemonte,1414,79,8452,3757,6959,30077,276633.0,v5,87.0,15.0
2020-05-22,Puglia,233,17,1838,482,1588,4440,99702.0,v5,27.0,4.0
2020-05-22,Basilicata,15,1,49,27,33,394,25045.0,v5,0.0,0.0
2020-05-22,Lazio,1111,67,3635,669,2457,7589,227090.0,v5,31.0,7.0
2020-05-22,Lombardia,4028,207,25933,15784,21698,86384,641593.0,v5,293.0,57.0
2020-05-23,Valle d'Aosta,23,2,35,143,10,1177,13828.0,v5,0.0,0.0
2020-05-23,Sardegna,58,6,287,129,223,1356,49675.0,v5,0.0,1.0
2020-05-23,Emilia Romagna,524,84,4570,4047,3962,27513,287382.0,v5,43.0,10.0
2020-05-23,Bolzano,35,5,214,291,174,2590,59671.0,v5,0.0,0.0
2020-05-23,Calabria,43,1,288,96,244,1157,61892.0,v5,0.0,0.0
2020-05-23,Friuli VG,63,1,459,327,395,3233,116689.0,v5,6.0,2.0
2020-05-23,Umbria,15,2,56,74,39,1430,63009.0,v5,1.0,0.0
2020-05-23,Sicilia,95,9,1512,269,1408,3421,131913.0,v5,0.0,1.0
2020-05-23,Abruzzo,156,4,1168,394,1008,3221,65290.0,v5,1.0,0.0
2020-05-23,Lombardia,4026,199,25630,15840,21405,86825,658784.0,v5,441.0,56.0
2020-05-23,Toscana,157,40,1766,1011,1569,10047,226046.0,v5,12.0,2.0
2020-05-23,Molise,8,2,189,22,179,431,13017.0,v5,5.0,0.0
2020-05-23,Puglia,215,17,1805,486,1573,4448,101738.0,v5,8.0,4.0
2020-05-23,Piemonte,1291,76,8025,3771,6658,30137,281897.0,v5,60.0,14.0
2020-05-23,Marche,100,15,1713,993,1598,6701,94657.0,v5,4.0,3.0
2020-05-23,Veneto,205,14,2841,1865,2622,19069,572834.0,v5,10.0,11.0
2020-05-23,Trento,28,4,565,456,533,4395,78185.0,v5,7.0,1.0
2020-05-23,Liguria,247,20,1734,1414,1467,9427,91735.0,v5,38.0,7.0
2020-05-23,Lazio,1097,60,3581,676,2424,7607,230743.0,v5,18.0,7.0
2020-05-23,Campania,295,10,1273,404,968,4744,166692.0,v5,11.0,0.0
2020-05-23,Basilicata,14,1,41,27,26,398,25511.0,v5,4.0,0.0
2020-05-24,Bolzano,30,5,195,291,160,2593,60573.0,v5,3.0,0.0
2020-05-24,Sicilia,91,9,1453,269,1353,3423,133249.0,v5,2.0,0.0
2020-05-24,Friuli VG,62,1,412,329,349,3236,118852.0,v5,3.0,2.0
2020-05-24,Abruzzo,149,3,1092,398,940,3226,66486.0,v5,5.0,4.0
2020-05-24,Calabria,43,1,275,96,231,1157,62952.0,v5,0.0,0.0
2020-05-24,Umbria,15,2,53,75,36,1430,63717.0,v5,0.0,1.0
2020-05-24,Sardegna,51,3,245,129,191,1356,50796.0,v5,0.0,0.0
2020-05-24,Trento,27,4,535,457,504,4404,79788.0,v5,9.0,1.0
2020-05-24,Lombardia,4017,197,25614,15840,21400,87110,670241.0,v5,285.0,0.0
2020-05-24,Molise,6,2,183,22,175,432,13226.0,v5,1.0,0.0
2020-05-24,Valle d'Aosta,23,1,32,143,8,1178,14079.0,v5,1.0,0.0
2020-05-24,Campania,311,8,1268,405,949,4749,172106.0,v5,5.0,1.0
2020-05-24,Liguria,247,18,1624,1419,1359,9480,93173.0,v5,53.0,5.0
2020-05-24,Puglia,204,17,1793,487,1572,4458,103570.0,v5,10.0,1.0
2020-05-24,Piemonte,1283,75,7703,3783,6345,30180,285160.0,v5,43.0,12.0
2020-05-24,Emilia Romagna,519,83,4457,4055,3855,27558,291876.0,v5,45.0,8.0
2020-05-24,Basilicata,13,1,39,27,25,399,26111.0,v5,1.0,0.0
2020-05-24,Toscana,148,38,1700,1013,1514,10062,229135.0,v5,15.0,2.0
2020-05-24,Lazio,1088,61,3569,684,2420,7627,233498.0,v5,20.0,8.0
2020-05-24,Marche,101,13,1692,994,1578,6714,95715.0,v5,13.0,1.0
2020-05-24,Veneto,185,11,2660,1869,2464,19086,582709.0,v5,17.0,4.0
2020-05-25,Valle d'Aosta,19,1,33,143,13,1179,14175.0,v5,1.0,0.0
2020-05-25,Trento,27,4,517,458,486,4405,80454.0,v5,1.0,1.0
2020-05-25,Bolzano,29,5,184,291,150,2593,61075.0,v5,0.0,0.0
2020-05-25,Sicilia,89,9,1433,270,1335,3427,135261.0,v5,4.0,1.0
2020-05-25,Friuli VG,62,1,386,329,323,3240,120123.0,v5,4.0,0.0
2020-05-25,Abruzzo,149,3,1046,400,894,3227,67468.0,v5,1.0,2.0
2020-05-25,Lombardia,3721,196,25215,15874,21298,87258,675882.0,v5,148.0,34.0
2020-05-25,Umbria,15,2,46,75,29,1430,63916.0,v5,0.0,0.0
2020-05-25,Sardegna,49,3,231,129,179,1354,51073.0,v5,-2.0,0.0
2020-05-25,Calabria,42,1,264,96,221,1157,63508.0,v5,0.0,0.0
2020-05-25,Puglia,190,15,1678,491,1473,4467,104670.0,v5,9.0,4.0
2020-05-25,Liguria,236,18,1556,1425,1302,9497,94472.0,v5,17.0,6.0
2020-05-25,Molise,5,2,177,22,170,432,13315.0,v5,0.0,0.0
2020-05-25,Basilicata,13,0,36,27,23,399,26634.0,v5,0.0,0.0
2020-05-25,Piemonte,1227,72,7496,3798,6197,30228,288018.0,v5,48.0,15.0
2020-05-25,Emilia Romagna,514,82,4359,4068,3763,27587,294181.0,v5,29.0,13.0
2020-05-25,Marche,95,13,1662,995,1554,6716,96270.0,v5,2.0,1.0
2020-05-25,Toscana,152,37,1636,1015,1447,10067,230273.0,v5,5.0,2.0
2020-05-25,Lazio,1085,60,3554,688,2409,7643,235840.0,v5,16.0,4.0
2020-05-25,Campania,287,7,1213,405,919,4755,175466.0,v5,6.0,0.0
2020-05-25,Veneto,179,10,2578,1878,2389,19097,590179.0,v5,11.0,9.0
2020-05-26,Friuli VG,59,1,375,329,315,3251,121412.0,v5,11.0,0.0
2020-05-26,Lombardia,3622,183,24477,15896,20672,87417,685058.0,v5,159.0,22.0
2020-05-26,Trento,24,3,513,461,486,4415,81149.0,v5,10.0,3.0
2020-05-26,Calabria,41,1,238,96,196,1157,64514.0,v5,0.0,0.0
2020-05-26,Valle d'Aosta,17,1,31,143,13,1181,14262.0,v5,2.0,0.0
2020-05-26,Sardegna,41,2,224,130,181,1354,51968.0,v5,0.0,1.0
2020-05-26,Umbria,12,2,42,75,28,1431,65013.0,v5,1.0,0.0
2020-05-26,Bolzano,28,5,179,291,146,2593,61464.0,v5,0.0,0.0
2020-05-26,Abruzzo,142,3,909,400,764,3230,68733.0,v5,3.0,0.0
2020-05-26,Sicilia,83,10,1430,271,1337,3430,137682.0,v5,3.0,1.0
2020-05-26,Puglia,172,17,1539,494,1350,4469,106873.0,v5,2.0,3.0
2020-05-26,Campania,286,5,1184,405,893,4767,179845.0,v5,12.0,0.0
2020-05-26,Basilicata,8,0,36,27,28,399,27197.0,v5,0.0,0.0
2020-05-26,Piemonte,1162,70,6941,3812,5709,30314,293473.0,v5,86.0,14.0
2020-05-26,Emilia Romagna,493,80,4146,4076,3573,27611,297854.0,v5,24.0,8.0
2020-05-26,Marche,94,13,1575,996,1468,6718,97285.0,v5,2.0,1.0
2020-05-26,Toscana,145,34,1522,1021,1343,10070,234796.0,v5,3.0,6.0
2020-05-26,Liguria,223,19,1438,1431,1196,9550,96678.0,v5,53.0,6.0
2020-05-26,Lazio,1083,59,3538,693,2396,7661,238967.0,v5,18.0,5.0
2020-05-26,Veneto,177,11,2431,1886,2243,19105,602252.0,v5,8.0,8.0
2020-05-26,Molise,5,2,174,22,167,432,13452.0,v5,0.0,0.0
2020-05-27,Sardegna,41,2,215,130,172,1355,53294.0,v5,1.0,0.0
2020-05-27,Campania,275,6,1146,406,865,4773,185724.0,v5,6.0,1.0
2020-05-27,Sicilia,73,10,1318,272,1235,3435,140295.0,v5,5.0,1.0
2020-05-27,Friuli VG,51,1,356,331,304,3255,123063.0,v5,4.0,2.0
2020-05-27,Bolzano,27,5,171,291,139,2593,62247.0,v5,0.0,0.0
2020-05-27,Umbria,13,2,32,75,17,1431,66219.0,v5,0.0,0.0
2020-05-27,Abruzzo,138,3,866,400,725,3235,70473.0,v5,5.0,0.0
2020-05-27,Valle d'Aosta,17,1,27,143,9,1181,14459.0,v5,0.0,0.0
2020-05-27,Calabria,35,1,190,96,154,1158,65631.0,v5,1.0,0.0
2020-05-27,Lombardia,3626,175,24037,15954,20236,87801,697561.0,v5,384.0,58.0
2020-05-27,Trento,19,2,477,462,456,4422,82269.0,v5,7.0,1.0
2020-05-27,Marche,90,13,1450,996,1347,6718,98535.0,v5,0.0,0.0
2020-05-27,Veneto,168,9,2287,1895,2110,19113,616691.0,v5,8.0,9.0
2020-05-27,Puglia,170,17,1513,495,1326,4479,109499.0,v5,10.0,1.0
2020-05-27,Piemonte,1118,68,6464,3828,5278,30387,298571.0,v5,73.0,16.0
2020-05-27,Emilia Romagna,459,78,3998,4083,3461,27627,301568.0,v5,16.0,7.0
2020-05-27,Basilicata,7,0,36,27,29,399,27734.0,v5,0.0,0.0
2020-05-27,Toscana,132,31,1460,1027,1297,10082,238667.0,v5,12.0,6.0
2020-05-27,Liguria,205,14,1269,1438,1050,9589,98835.0,v5,39.0,7.0
2020-05-27,Lazio,1062,65,3488,701,2361,7672,242287.0,v5,11.0,8.0
2020-05-27,Molise,3,2,166,22,161,434,13629.0,v5,2.0,0.0
2020-05-28,Friuli VG,51,1,336,333,284,3262,126015.0,v5,7.0,2.0
2020-05-28,Abruzzo,128,3,824,402,693,3237,71788.0,v5,2.0,2.0
2020-05-28,Bolzano,16,5,157,291,136,2595,63289.0,v5,2.0,0.0
2020-05-28,Umbria,14,2,33,75,17,1431,67458.0,v5,0.0,0.0
2020-05-28,Sicilia,72,8,1145,272,1065,3438,142516.0,v5,3.0,0.0
2020-05-28,Valle d'Aosta,16,0,23,143,7,1182,14653.0,v5,1.0,0.0
2020-05-28,Calabria,31,1,170,96,138,1158,66956.0,v5,0.0,0.0
2020-05-28,Trento,17,3,458,462,438,4425,83018.0,v5,3.0,0.0
2020-05-28,Sardegna,38,2,200,130,160,1355,54587.0,v5,0.0,0.0
2020-05-28,Molise,3,2,163,22,158,435,13847.0,v5,1.0,0.0
2020-05-28,Lombardia,3470,173,22913,15974,19270,88183,713068.0,v5,382.0,20.0
2020-05-28,Campania,260,6,1012,410,746,4777,189068.0,v5,4.0,4.0
2020-05-28,Basilicata,6,0,34,27,28,399,28342.0,v5,0.0,0.0
2020-05-28,Puglia,164,16,1395,496,1215,4481,111946.0,v5,2.0,1.0
2020-05-28,Piemonte,1058,64,6072,3838,4950,30445,304358.0,v5,58.0,10.0
2020-05-28,Emilia Romagna,449,77,3750,4094,3224,27701,310696.0,v5,74.0,11.0
2020-05-28,Liguria,198,13,1145,1445,934,9605,100625.0,v5,16.0,7.0
2020-05-28,Toscana,126,27,1380,1029,1227,10086,242687.0,v5,4.0,2.0
2020-05-28,Lazio,1035,64,3405,708,2306,7693,245993.0,v5,21.0,7.0
2020-05-28,Marche,79,13,1346,997,1254,6719,100110.0,v5,1.0,1.0
2020-05-28,Veneto,148,9,2025,1898,1868,19125,632124.0,v5,12.0,3.0
2020-05-29,Lombardia,3552,173,22683,16012,18958,88537,727146.0,v5,354.0,38.0
2020-05-29,Sardegna,37,2,190,130,151,1356,55831.0,v5,1.0,0.0
2020-05-29,Sicilia,67,7,1137,272,1063,3440,145979.0,v5,2.0,0.0
2020-05-29,Friuli VG,45,2,323,333,276,3267,130838.0,v5,5.0,0.0
2020-05-29,Bolzano,17,5,154,291,132,2595,64105.0,v5,0.0,0.0
2020-05-29,Umbria,15,2,31,76,14,1431,68773.0,v5,0.0,1.0
2020-05-29,Abruzzo,122,3,770,404,645,3237,73301.0,v5,0.0,2.0
2020-05-29,Valle d'Aosta,12,0,19,143,7,1182,14759.0,v5,0.0,0.0
2020-05-29,Calabria,25,1,159,97,133,1158,68131.0,v5,0.0,1.0
2020-05-29,Campania,236,7,986,411,743,4787,193669.0,v5,10.0,1.0
2020-05-29,Toscana,111,31,1255,1031,1113,10088,246052.0,v5,2.0,2.0
2020-05-29,Molise,3,2,162,22,157,436,14109.0,v5,1.0,0.0
2020-05-29,Liguria,192,13,994,1452,789,9619,102173.0,v5,14.0,7.0
2020-05-29,Trento,16,3,410,462,391,4428,84805.0,v5,3.0,0.0
2020-05-29,Basilicata,5,0,33,27,28,399,28909.0,v5,0.0,0.0
2020-05-29,Emilia Romagna,429,76,3564,4102,3059,27739,316909.0,v5,38.0,8.0
2020-05-29,Lazio,817,59,3163,721,2287,7709,249267.0,v5,16.0,13.0
2020-05-29,Puglia,158,12,1283,500,1113,4482,114588.0,v5,1.0,4.0
2020-05-29,Veneto,137,7,1849,1906,1705,19134,645049.0,v5,9.0,8.0
2020-05-29,Marche,69,9,1352,986,1274,6723,101389.0,v5,4.0,-11.0
2020-05-29,Piemonte,1029,61,5658,3851,4568,30501,309497.0,v5,56.0,13.0
2020-05-30,Friuli VG,45,1,305,333,259,3271,131976.0,v5,4.0,0.0
2020-05-30,Abruzzo,122,3,770,404,645,3237,73301.0,v5,0.0,0.0
2020-05-30,Campania,236,7,981,411,738,4797,198033.0,v5,10.0,0.0
2020-05-30,Lombardia,3307,172,21809,16079,18330,88758,741447.0,v5,221.0,67.0
2020-05-30,Calabria,23,1,151,97,127,1158,69334.0,v5,0.0,0.0
2020-05-30,Valle d'Aosta,13,0,17,143,4,1183,14972.0,v5,1.0,0.0
2020-05-30,Sardegna,34,2,186,130,150,1356,56580.0,v5,0.0,0.0
2020-05-30,Umbria,16,1,31,76,14,1431,70023.0,v5,0.0,0.0
2020-05-30,Bolzano,13,4,137,291,120,2596,65405.0,v5,1.0,0.0
2020-05-30,Sicilia,67,7,999,273,925,3442,148871.0,v5,2.0,1.0
2020-05-30,Molise,3,2,156,22,151,436,14371.0,v5,0.0,0.0
2020-05-30,Basilicata,5,0,31,27,26,399,29421.0,v5,0.0,0.0
2020-05-30,Marche,66,9,1347,987,1272,6727,102484.0,v5,4.0,1.0
2020-05-30,Lazio,769,58,3055,728,2228,7715,253388.0,v5,6.0,7.0
2020-05-30,Liguria,186,9,781,1459,586,9651,104892.0,v5,32.0,7.0
2020-05-30,Toscana,106,27,1166,1037,1033,10100,249441.0,v5,12.0,6.0
2020-05-30,Veneto,120,7,1612,1916,1485,19146,660151.0,v5,12.0,10.0
2020-05-30,Emilia Romagna,398,65,3279,4107,2816,27759,321373.0,v5,20.0,5.0
2020-05-30,Piemonte,988,60,5290,3858,4242,30583,315828.0,v5,82.0,7.0
2020-05-30,Puglia,150,12,1222,500,1060,4490,116765.0,v5,8.0,0.0
2020-05-30,Trento,13,3,366,462,350,4429,86565.0,v5,1.0,0.0
2020-05-31,Friuli VG,41,1,278,333,236,3273,134378.0,v5,2.0,0.0
2020-05-31,Abruzzo,104,4,775,405,667,3244,75652.0,v5,7.0,1.0
2020-05-31,Bolzano,13,4,127,291,110,2597,66247.0,v5,1.0,0.0
2020-05-31,Sicilia,65,7,986,274,914,3443,150054.0,v5,1.0,1.0
2020-05-31,Sardegna,33,2,185,130,150,1356,57296.0,v5,0.0,0.0
2020-05-31,Valle d'Aosta,12,0,15,143,3,1184,15203.0,v5,1.0,0.0
2020-05-31,Lombardia,3131,170,20996,16112,17695,88968,753874.0,v5,210.0,33.0
2020-05-31,Umbria,15,2,31,76,14,1431,70553.0,v5,0.0,0.0
2020-05-31,Molise,2,2,145,22,141,436,14631.0,v5,0.0,0.0
2020-05-31,Puglia,143,11,1177,504,1023,4494,118652.0,v5,4.0,4.0
2020-05-31,Trento,13,3,304,462,288,4430,88558.0,v5,1.0,0.0
2020-05-31,Basilicata,4,0,29,27,25,399,29880.0,v5,0.0,0.0
2020-05-31,Calabria,22,1,144,97,121,1158,70274.0,v5,0.0,0.0
2020-05-31,Piemonte,973,58,5161,3867,4130,30637,319133.0,v5,54.0,9.0
2020-05-31,Emilia Romagna,393,57,3163,4114,2713,27790,325482.0,v5,31.0,7.0
2020-05-31,Campania,227,5,980,412,748,4802,201543.0,v5,5.0,1.0
2020-05-31,Toscana,97,28,1111,1041,986,10104,252090.0,v5,4.0,4.0
2020-05-31,Liguria,195,8,669,1465,466,9663,106363.0,v5,12.0,6.0
2020-05-31,Lazio,730,57,2983,735,2196,7728,255474.0,v5,13.0,7.0
