Regione,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Totale attualmente positivi,DIMESSI/GUARITI,DECEDUTI,CASI TOTALI - A,INCREMENTO CASI TOTALI (rispetto al giorno precedente),Casi identificatidal sospettodiagnostico,Casi identificatida attività discreening,CASI TOTALI - B,Totale casi testati,Totale tamponi effettuati,INCREMENTOTAMPONI,REPORT DATE
Campania,254,17,3627,3898,4654,451,9003,103,7725,1278,9003,300981,494487,5427,2020-09-12
Marche,12,2,472,486,6036,989,7511,27,7511,0,7511,131401,222457,1843,2020-09-12
Puglia,189,8,1402,1599,4198,570,6367,76,2134,4233,6367,248777,346764,3764,2020-09-12
PA Trento,8,0,429,437,4650,405,5492,22,3597,1895,5492,88749,203121,1956,2020-09-12
Sicilia,116,18,1613,1747,3144,289,5180,44,3535,1645,5180,298359,397952,4002,2020-09-12
Friuli Venezia Giulia,18,2,566,586,3177,349,4112,39,3870,242,4112,163837,358563,2919,2020-09-12
Abruzzo,37,3,504,544,2962,472,3978,11,3468,510,3978,112658,173892,1584,2020-09-12
PA Bolzano,8,0,258,266,2530,292,3088,25,3088,0,3088,79095,149849,1542,2020-09-12
Sardegna,62,14,1303,1379,1322,140,2841,51,1698,1143,2841,133503,156828,1964,2020-09-12
Umbria,18,4,397,419,1542,81,2042,33,1564,478,2042,106482,174791,1410,2020-09-12
Calabria,28,3,357,388,1215,98,1701,18,1159,542,1701,171604,173710,1530,2020-09-12
Valle d'Aosta,3,0,31,34,1078,146,1258,1,1127,131,1258,18424,26294,106,2020-09-12
Basilicata,5,1,149,155,427,28,610,5,414,196,610,62601,63411,824,2020-09-12
Molise,3,0,87,90,449,23,562,3,526,36,562,35775,37078,235,2020-09-12
Lombardia,246,27,8318,8591,77318,16896,102805,257,92918,9887,102805,1110428,1793656,17986,2020-09-11
Piemonte,102,9,1849,1960,27465,4153,33578,57,24060,9518,33578,386993,631085,3268,2020-09-11
Emilia-Romagna,140,18,3572,3730,25027,4468,33225,152,29972,3253,33225,587767,1009907,10033,2020-09-11
Veneto,91,11,2862,2964,19427,2138,24529,173,20237,4292,24529,663769,1689028,15258,2020-09-11
Toscana,72,17,2223,2312,9425,1148,12885,147,11027,1858,12885,414906,616766,7575,2020-09-11
Lazio,365,14,4097,4476,7466,883,12825,148,7007,5818,12825,581864,700514,11621,2020-09-11
Liguria,96,12,886,994,9089,1579,11662,82,8914,2748,11662,141350,262222,2712,2020-09-11
Campania,239,13,3613,3865,4584,451,8900,140,7637,1263,8900,296120,489060,7293,2020-09-11
Marche,13,2,451,466,6029,989,7484,41,7484,0,7484,130636,220614,1508,2020-09-11
Puglia,188,8,1350,1546,4175,570,6291,82,2139,4152,6291,244885,343000,3554,2020-09-11
PA Trento,6,0,416,422,4643,405,5470,29,3588,1882,5470,88084,201165,1626,2020-09-11
Sicilia,112,17,1577,1706,3141,289,5136,104,3501,1635,5136,295881,393950,4212,2020-09-11
Friuli Venezia Giulia,17,3,542,562,3162,349,4073,34,3851,222,4073,162976,355644,3366,2020-09-11
Abruzzo,36,4,501,541,2954,472,3967,35,3467,500,3967,111700,172308,1685,2020-09-11
PA Bolzano,8,0,247,255,2516,292,3063,26,3063,0,3063,78315,148307,1009,2020-09-11
Sardegna,61,12,1264,1337,1314,139,2790,65,1677,1113,2790,131993,154864,2215,2020-09-11
Umbria,19,4,372,395,1533,81,2009,17,1559,450,2009,105483,173381,1318,2020-09-11
Calabria,28,3,339,370,1215,98,1683,8,1159,524,1683,170074,172180,1569,2020-09-11
Valle d'Aosta,2,0,31,33,1078,146,1257,3,1126,131,1257,18368,26188,60,2020-09-11
Basilicata,4,1,149,154,423,28,605,12,413,192,605,61777,62587,613,2020-09-11
Molise,4,0,84,88,448,23,559,4,523,36,559,35541,36843,399,2020-09-11
Lombardia,256,30,8166,8452,77204,16892,102548,245,92791,9757,102548,1098986,1775670,17391,2020-09-10
Piemonte,110,9,1799,1918,27450,4153,33521,74,24096,9425,33521,385183,627817,4532,2020-09-10
Emilia-Romagna,143,17,3451,3611,24994,4468,33073,110,29900,3173,33073,582928,999874,9161,2020-09-10
Veneto,83,12,2831,2926,19295,2135,24356,147,20166,4190,24356,658348,1673770,11419,2020-09-10
Toscana,74,13,2127,2214,9377,1147,12738,92,10971,1767,12738,409901,609191,7212,2020-09-10
Lazio,372,9,4001,4382,7413,882,12677,163,6968,5709,12677,571817,688893,10432,2020-09-10
Liguria,91,11,839,941,9060,1579,11580,114,8894,2686,11580,139851,259510,2966,2020-09-10
Campania,232,10,3500,3742,4568,450,8760,180,7540,1220,8760,289379,481767,7482,2020-09-10
Marche,11,2,426,439,6015,989,7443,40,7443,0,7443,129830,219106,1641,2020-09-10
Puglia,179,8,1283,1470,4169,570,6209,70,2126,4083,6209,242098,339446,3916,2020-09-10
PA Trento,6,0,392,398,4638,405,5441,82,3580,1861,5441,87467,199539,1894,2020-09-10
Sicilia,108,18,1477,1603,3140,289,5032,106,3457,1575,5032,293401,389738,4607,2020-09-10
Friuli Venezia Giulia,17,3,526,546,3144,349,4039,39,3827,212,4039,161912,352278,2283,2020-09-10
Abruzzo,35,3,474,512,2948,472,3932,11,3433,499,3932,110567,170623,1600,2020-09-10
PA Bolzano,8,0,231,239,2506,292,3037,20,3037,0,3037,77764,147298,1100,2020-09-10
Sardegna,57,12,1217,1286,1300,139,2725,63,1658,1067,2725,130074,152649,1971,2020-09-10
Umbria,16,3,371,390,1521,81,1992,24,1549,443,1992,104824,172063,1904,2020-09-10
Calabria,28,3,339,370,1207,98,1675,8,1159,516,1675,168505,170611,1395,2020-09-10
Valle d'Aosta,2,0,29,31,1077,146,1254,0,1123,131,1254,18332,26128,158,2020-09-10
Basilicata,4,1,138,143,422,28,593,6,413,180,593,61164,61974,664,2020-09-10
Molise,4,0,91,95,437,23,555,3,520,35,555,35157,36444,458,2020-09-10
Lombardia,252,27,8045,8324,77088,16891,102303,218,92681,9622,102303,1087646,1758279,21368,2020-09-09
Piemonte,100,9,1755,1864,27431,4152,33447,112,24122,9325,33447,383250,623285,4575,2020-09-09
Emilia-Romagna,140,16,3398,3554,24942,4467,32963,110,29855,3108,32963,578121,990713,10081,2020-09-09
Veneto,83,12,2842,2937,19137,2135,24209,91,20140,4069,24209,653982,1662351,10800,2020-09-09
Toscana,69,11,2061,2141,9358,1147,12646,88,10939,1707,12646,404903,601979,7137,2020-09-09
Lazio,358,9,3903,4270,7363,881,12514,175,6943,5571,12514,563118,678461,9171,2020-09-09
Liguria,87,11,809,907,8980,1579,11466,51,8814,2652,11466,138436,256544,2351,2020-09-09
Campania,226,10,3358,3594,4537,449,8580,203,7416,1164,8580,283355,474285,7154,2020-09-09
Marche,14,2,394,410,6005,988,7403,19,7403,0,7403,129006,217465,1503,2020-09-09
Puglia,172,6,1236,1414,4158,567,6139,97,2116,4023,6139,239744,335530,3611,2020-09-09
PA Trento,7,0,313,320,4634,405,5359,7,3543,1816,5359,86802,197645,1251,2020-09-09
Sicilia,105,15,1407,1527,3110,289,4926,77,3416,1510,4926,290674,385131,4783,2020-09-09
Friuli Venezia Giulia,17,3,491,511,3140,349,4000,54,3797,203,4000,161026,349995,3971,2020-09-09
Abruzzo,35,2,469,506,2943,472,3921,5,3427,494,3921,109697,169023,1545,2020-09-09
PA Bolzano,8,0,215,223,2502,292,3017,10,3017,0,3017,77178,146198,825,2020-09-09
Sardegna,51,12,1170,1233,1291,138,2662,47,1644,1018,2662,128433,150678,1308,2020-09-09
Umbria,17,2,354,373,1514,81,1968,33,1545,423,1968,103775,170159,1830,2020-09-09
Calabria,27,2,333,362,1207,98,1667,19,1159,508,1667,167110,169216,1478,2020-09-09
Valle d'Aosta,2,0,32,34,1074,146,1254,0,1123,131,1254,18254,25970,112,2020-09-09
Basilicata,4,1,133,138,421,28,587,14,412,175,587,60500,61310,681,2020-09-09
Molise,4,0,88,92,437,23,552,4,517,35,552,34699,35986,455,2020-09-09
Lombardia,248,27,7946,8221,76976,16888,102085,271,92597,9488,102085,1073431,1736911,20781,2020-09-08
Piemonte,104,9,1656,1769,27414,4152,33335,42,24139,9196,33335,380476,618710,3948,2020-09-08
Emilia-Romagna,130,16,3386,3532,24857,4465,32854,94,29809,3045,32854,572945,980632,12486,2020-09-08
Veneto,93,12,2809,2914,19072,2132,24118,105,20121,3997,24118,649669,1651551,9504,2020-09-08
Toscana,74,9,1996,2079,9334,1145,12558,59,10918,1640,12558,399495,594842,5824,2020-09-08
Lazio,354,9,3761,4124,7334,881,12339,129,6909,5430,12339,554654,669290,9363,2020-09-08
Liguria,85,11,764,860,8977,1578,11415,64,8812,2603,11415,137135,254193,2582,2020-09-08
Campania,220,9,3186,3415,4514,448,8377,249,7259,1118,8377,277421,467131,7991,2020-09-08
Marche,16,1,380,397,5999,988,7384,15,7384,0,7384,128178,215962,1216,2020-09-08
Puglia,163,7,1151,1321,4154,567,6042,143,2097,3945,6042,236175,331919,3590,2020-09-08
PA Trento,6,0,311,317,4630,405,5352,3,3539,1813,5352,86431,196394,593,2020-09-08
Sicilia,104,13,1337,1454,3106,289,4849,84,3389,1460,4849,287589,380348,5214,2020-09-08
Friuli Venezia Giulia,18,4,451,473,3124,349,3946,12,3760,186,3946,159635,346024,1648,2020-09-08
Abruzzo,34,2,487,523,2924,472,3919,14,3434,485,3919,108691,167478,867,2020-09-08
PA Bolzano,8,0,210,218,2497,292,3007,4,3007,0,3007,76699,145373,892,2020-09-08
Sardegna,48,10,1135,1193,1286,136,2615,51,1633,982,2615,127300,149370,1352,2020-09-08
Umbria,15,2,354,371,1483,81,1935,7,1538,397,1935,102837,168329,2336,2020-09-08
Calabria,29,1,326,356,1194,98,1648,8,1159,489,1648,165632,167738,1168,2020-09-08
Valle d'Aosta,2,0,37,39,1069,146,1254,5,1123,131,1254,18188,25858,134,2020-09-08
Basilicata,4,1,120,125,420,28,573,8,411,162,573,59819,60629,759,2020-09-08
Molise,5,0,83,88,437,23,548,3,517,31,548,34263,35531,155,2020-09-08
Lombardia,242,26,7842,8110,76818,16886,101814,109,92479,9335,101814,1059954,1716130,9088,2020-09-07
Piemonte,105,8,1639,1752,27390,4151,33293,37,24175,9118,33293,378191,614762,2550,2020-09-07
Emilia-Romagna,119,18,3356,3493,24803,4464,32760,132,29765,2995,32760,568812,968146,5403,2020-09-07
Veneto,85,13,2845,2943,18940,2130,24013,69,20109,3904,24013,645256,1642047,5089,2020-09-07
Toscana,77,9,1984,2070,9285,1144,12499,85,10896,1603,12499,395285,589018,5095,2020-09-07
Lazio,359,9,3667,4035,7294,881,12210,159,6890,5320,12210,545694,659927,9232,2020-09-07
Liguria,67,10,746,823,8951,1577,11351,59,8838,2513,11351,135646,251611,744,2020-09-07
Campania,223,7,2960,3190,4490,448,8128,218,7074,1054,8128,271727,459140,4262,2020-09-07
Marche,16,1,370,387,5994,988,7369,6,7369,0,7369,127431,214746,636,2020-09-07
Puglia,167,6,1024,1197,4137,565,5899,43,2083,3816,5899,233159,328329,1649,2020-09-07
PA Trento,5,0,310,315,4629,405,5349,17,3539,1810,5349,86198,195801,322,2020-09-07
Sicilia,101,13,1265,1379,3097,289,4765,49,3349,1416,4765,284332,375134,2333,2020-09-07
Friuli Venezia Giulia,16,4,442,462,3123,349,3934,11,3754,180,3934,159063,344376,1700,2020-09-07
Abruzzo,31,2,487,520,2914,472,3906,15,3424,482,3906,108107,166611,945,2020-09-07
PA Bolzano,8,2,205,215,2496,292,3003,0,3003,0,3003,76265,144481,800,2020-09-07
Sardegna,46,10,1086,1142,1286,136,2564,59,1628,936,2564,126031,148018,1155,2020-09-07
Umbria,15,2,349,366,1481,81,1928,13,1537,391,1928,101836,165993,535,2020-09-07
Calabria,29,1,325,355,1187,98,1640,17,1159,481,1640,164464,166570,620,2020-09-07
Valle d'Aosta,1,0,33,34,1069,146,1249,0,1119,130,1249,18111,25724,146,2020-09-07
Basilicata,4,1,114,119,418,28,565,1,411,154,565,59060,59870,72,2020-09-07
Molise,3,0,83,86,436,23,545,9,514,31,545,34109,35376,177,2020-09-07
Lombardia,248,25,7758,8031,76794,16880,101705,198,92417,9288,101705,1053199,1707042,12117,2020-09-06
Piemonte,111,8,1608,1727,27379,4150,33256,56,24235,9021,33256,376721,612212,2896,2020-09-06
Emilia-Romagna,124,14,3232,3370,24794,4464,32628,124,29703,2925,32628,563905,962743,10232,2020-09-06
Veneto,79,12,2848,2939,18875,2130,23944,179,20096,3848,23944,643251,1636958,9465,2020-09-06
Toscana,77,8,1909,1994,9277,1143,12414,122,10869,1545,12414,390411,583923,7803,2020-09-06
Lazio,355,10,3548,3913,7257,881,12051,122,6853,5198,12051,536609,650695,10786,2020-09-06
Liguria,62,9,697,768,8949,1575,11292,111,8824,2468,11292,135222,250867,1586,2020-09-06
Campania,221,7,2714,2942,4478,448,7868,100,6932,936,7868,268075,454878,5427,2020-09-06
Marche,14,1,370,385,5990,988,7363,20,7363,0,7363,127083,214110,1341,2020-09-06
Puglia,155,7,1005,1167,4126,563,5856,60,2070,3786,5856,231577,326680,3358,2020-09-06
PA Trento,5,0,293,298,4629,405,5332,33,3531,1801,5332,86002,195479,1438,2020-09-06
Sicilia,86,13,1235,1334,3093,289,4716,37,3330,1386,4716,282977,372801,2321,2020-09-06
Friuli Venezia Giulia,15,4,440,459,3115,349,3923,20,3743,180,3923,158395,342676,1283,2020-09-06
Abruzzo,32,2,475,509,2910,472,3891,26,3417,474,3891,107501,165666,1526,2020-09-06
PA Bolzano,8,2,208,218,2493,292,3003,7,3003,0,3003,75898,143681,554,2020-09-06
Sardegna,45,8,1032,1085,1284,136,2505,19,1617,888,2505,124985,146863,1175,2020-09-06
Umbria,13,2,341,356,1478,81,1915,25,1536,379,1915,101440,165458,1250,2020-09-06
Calabria,25,0,324,349,1176,98,1623,27,1159,464,1623,163844,165950,1508,2020-09-06
Valle d'Aosta,1,0,33,34,1069,146,1249,0,1119,130,1249,18011,25578,86,2020-09-06
Basilicata,4,1,118,123,413,28,564,9,411,153,564,58988,59798,444,2020-09-06
Molise,3,0,74,77,436,23,536,2,505,31,536,33934,35199,260,2020-09-06
Lombardia,245,23,7654,7922,76708,16877,101507,388,92304,9203,101507,1044945,1694925,23409,2020-09-05
Piemonte,106,7,1572,1685,27365,4150,33200,54,24260,8940,33200,374263,609316,3505,2020-09-05
Emilia-Romagna,122,12,3117,3251,24790,4464,32505,134,29640,2865,32505,556876,952511,10066,2020-09-05
Veneto,79,9,2789,2877,18758,2130,23765,188,20083,3682,23765,639941,1627493,15940,2020-09-05
Toscana,69,8,1812,1889,9260,1143,12292,113,10824,1468,12292,383856,576120,8354,2020-09-05
Lazio,344,11,3452,3807,7242,880,11929,158,6828,5101,11929,526843,639909,11740,2020-09-05
Liguria,54,7,646,707,8901,1573,11181,95,8761,2420,11181,134393,249281,2697,2020-09-05
Campania,207,6,2631,2844,4476,448,7768,119,6837,931,7768,263202,449451,6841,2020-09-05
Marche,13,1,355,369,5986,988,7343,32,7343,0,7343,126276,212769,1639,2020-09-05
Puglia,148,7,967,1122,4112,562,5796,55,2062,3734,5796,230046,323322,3163,2020-09-05
PA Trento,6,0,270,276,4618,405,5299,53,3505,1794,5299,85463,194041,1708,2020-09-05
Sicilia,88,12,1243,1343,3047,289,4679,114,3314,1365,4679,281041,370480,5273,2020-09-05
Friuli Venezia Giulia,15,3,427,445,3109,349,3903,49,3728,175,3903,157947,341393,2786,2020-09-05
Abruzzo,32,2,449,483,2910,472,3865,13,3396,469,3865,106544,164140,1657,2020-09-05
PA Bolzano,8,2,208,218,2486,292,2996,23,2996,0,2996,75681,143127,1480,2020-09-05
Sardegna,44,8,1018,1070,1280,136,2486,65,1613,873,2486,123894,145688,2395,2020-09-05
Umbria,13,2,322,337,1472,81,1890,16,1535,355,1890,100626,164208,1968,2020-09-05
Calabria,20,0,305,325,1173,98,1596,19,1159,437,1596,162336,164442,1954,2020-09-05
Valle d'Aosta,1,0,33,34,1069,146,1249,0,1119,130,1249,17954,25492,75,2020-09-05
Basilicata,3,1,111,115,412,28,555,7,410,145,555,58544,59354,664,2020-09-05
Molise,3,0,72,75,436,23,534,0,503,31,534,33674,34939,344,2020-09-05
Lombardia,244,26,7399,7669,76574,16876,101119,337,92117,9002,101119,1028404,1671516,27324,2020-09-04
Piemonte,110,7,1531,1648,27349,4149,33146,82,24291,8855,33146,372210,605811,4443,2020-09-04
Emilia-Romagna,114,13,3062,3189,24719,4463,32371,126,29578,2793,32371,551727,942445,10010,2020-09-04
Veneto,79,10,2691,2780,18671,2126,23577,273,20066,3511,23577,634616,1611553,19514,2020-09-04
Toscana,67,8,1742,1817,9219,1143,12179,99,10796,1383,12179,377468,567766,7730,2020-09-04
Lazio,363,9,3316,3688,7204,879,11771,171,6805,4966,11771,517073,628169,11744,2020-09-04
Liguria,48,6,619,673,8841,1572,11086,47,8699,2387,11086,132733,246584,2169,2020-09-04
Campania,196,5,2530,2731,4471,447,7649,171,6747,902,7649,257337,442610,6211,2020-09-04
Marche,12,1,328,341,5982,988,7311,17,7311,0,7311,125411,211130,1538,2020-09-04
Puglia,150,7,929,1086,4095,560,5741,117,2050,3691,5741,226927,320159,3319,2020-09-04
PA Trento,7,0,223,230,4611,405,5246,23,3490,1756,5246,84881,192333,1925,2020-09-04
Sicilia,87,11,1186,1284,2993,288,4565,78,3263,1302,4565,277515,365207,4241,2020-09-04
Friuli Venezia Giulia,11,4,397,412,3093,349,3854,23,3689,165,3854,156816,338607,3444,2020-09-04
Abruzzo,32,1,438,471,2910,472,3853,25,3391,462,3853,105546,162483,1503,2020-09-04
PA Bolzano,8,2,199,209,2472,292,2973,11,2973,0,2973,74949,141647,937,2020-09-04
Sardegna,41,6,963,1010,1276,135,2421,66,1601,820,2421,121848,143293,2252,2020-09-04
Umbria,11,3,313,327,1467,80,1874,35,1529,345,1874,99741,162240,2176,2020-09-04
Calabria,19,1,293,313,1167,97,1577,19,1159,418,1577,160382,162488,1684,2020-09-04
Valle d'Aosta,2,0,33,35,1068,146,1249,2,1119,130,1249,17904,25417,76,2020-09-04
Basilicata,3,1,104,108,412,28,548,7,410,138,548,57880,58690,640,2020-09-04
Molise,3,0,75,78,433,23,534,4,503,31,534,33340,34595,205,2020-09-04
Lombardia,225,27,7193,7445,76467,16870,100782,228,91957,8825,100782,1008369,1644192,14077,2020-09-03
Piemonte,92,7,1487,1586,27330,4148,33064,75,24308,8756,33064,369467,601368,4200,2020-09-03
Emilia-Romagna,108,11,3066,3185,24598,4463,32246,118,29507,2739,32246,546180,932435,10243,2020-09-03
Veneto,71,12,2531,2614,18567,2123,23304,115,20028,3276,23304,627148,1592039,13437,2020-09-03
Toscana,63,7,1661,1731,9206,1143,12080,113,10771,1309,12080,371628,560036,7960,2020-09-03
Lazio,351,9,3184,3544,7177,879,11600,154,6769,4831,11600,506670,616425,11329,2020-09-03
Liguria,39,7,581,627,8840,1572,11039,22,8666,2373,11039,131659,244415,2614,2020-09-03
Campania,185,4,2391,2580,4452,446,7478,193,6595,883,7478,252337,436399,6167,2020-09-03
Marche,13,1,321,335,5971,988,7294,21,7294,0,7294,124694,209592,1765,2020-09-03
Puglia,148,6,832,986,4078,560,5624,78,2029,3595,5624,224094,316840,3886,2020-09-03
PA Trento,3,1,206,210,4608,405,5223,91,3477,1746,5223,84365,190408,2317,2020-09-03
Sicilia,81,12,1159,1252,2947,288,4487,54,3235,1252,4487,275130,360966,3467,2020-09-03
Friuli Venezia Giulia,12,3,387,402,3080,349,3831,25,3675,156,3831,155933,335163,3048,2020-09-03
Abruzzo,33,1,420,454,2902,472,3828,24,3367,461,3828,104572,160980,1551,2020-09-03
PA Bolzano,8,2,196,206,2464,292,2962,4,2962,0,2962,74513,140710,1022,2020-09-03
Sardegna,35,6,905,946,1274,135,2355,39,1595,760,2355,120029,141041,1768,2020-09-03
Umbria,10,2,290,302,1457,80,1839,9,1526,313,1839,98418,160064,1108,2020-09-03
Calabria,20,1,273,294,1167,97,1558,13,1159,399,1558,158698,160804,1630,2020-09-03
Valle d'Aosta,3,0,33,36,1065,146,1247,4,1119,128,1247,17863,25341,132,2020-09-03
Basilicata,2,1,102,105,408,28,541,15,409,132,541,57240,58050,726,2020-09-03
Molise,3,0,72,75,432,23,530,2,502,28,530,33143,34390,343,2020-09-03
Lombardia,220,22,7036,7278,76407,16869,100554,237,91845,8709,100554,998868,1630115,17082,2020-09-02
Piemonte,90,7,1424,1521,27321,4147,32989,66,24332,8657,32989,366797,597168,5263,2020-09-02
Emilia-Romagna,104,10,2989,3103,24562,4463,32128,107,29457,2671,32128,540012,922192,11695,2020-09-02
Veneto,70,9,2477,2556,18510,2123,23189,163,20015,3174,23189,622175,1578602,17809,2020-09-02
Toscana,58,8,1570,1636,9189,1142,11967,69,10743,1224,11967,365415,552076,7629,2020-09-02
Lazio,343,9,3055,3407,7161,878,11446,130,6737,4709,11446,495791,605096,10544,2020-09-02
Liguria,38,6,563,607,8839,1571,11017,47,8682,2335,11017,130214,241801,2678,2020-09-02
Campania,163,4,2235,2402,4437,446,7285,117,6470,815,7285,247341,430232,5134,2020-09-02
Marche,14,1,305,320,5966,987,7273,17,7273,0,7273,123648,207827,1257,2020-09-02
Puglia,140,6,776,922,4067,557,5546,67,2017,3529,5546,221391,312954,4283,2020-09-02
PA Trento,4,1,118,123,4604,405,5132,33,3460,1672,5132,83762,188091,803,2020-09-02
Sicilia,76,12,1139,1227,2919,287,4433,83,3208,1225,4433,272775,357499,5627,2020-09-02
Friuli Venezia Giulia,11,3,373,387,3070,349,3806,20,3660,146,3806,154882,332115,3301,2020-09-02
Abruzzo,30,1,399,430,2902,472,3804,24,3353,451,3804,103603,159429,1548,2020-09-02
PA Bolzano,8,2,196,206,2460,292,2958,10,2958,0,2958,74019,139688,1048,2020-09-02
Sardegna,32,5,872,909,1272,135,2316,73,1588,728,2316,118433,139273,1907,2020-09-02
Umbria,8,2,288,298,1452,80,1830,27,1523,307,1830,97623,158956,2534,2020-09-02
Calabria,21,0,269,290,1158,97,1545,32,1159,386,1545,157068,159174,1772,2020-09-02
Valle d'Aosta,3,0,29,32,1065,146,1243,2,1117,126,1243,17785,25209,152,2020-09-02
Molise,3,0,70,73,432,23,528,0,502,26,528,32812,34047,308,2020-09-02
Basilicata,1,1,88,90,408,28,526,2,405,121,526,56534,57324,585,2020-09-02
Lombardia,212,21,6849,7082,76368,16867,100317,242,91748,8569,100317,986403,1613033,16200,2020-09-01
Piemonte,92,7,1365,1464,27313,4146,32923,42,24382,8541,32923,363196,591905,3997,2020-09-01
Emilia-Romagna,106,9,2946,3061,24497,4463,32021,99,29408,2613,32021,533273,910497,10764,2020-09-01
Veneto,69,9,2382,2460,18444,2122,23026,97,19989,3037,23026,614376,1560793,6598,2020-09-01
Toscana,53,9,1519,1581,9175,1142,11898,40,10726,1172,11898,360022,544447,4929,2020-09-01
Lazio,336,8,2941,3285,7153,878,11316,125,6711,4605,11316,486744,594552,10070,2020-09-01
Liguria,39,5,516,560,8839,1571,10970,19,8644,2326,10970,128951,239123,1721,2020-09-01
Marche,14,1,294,309,5960,987,7256,16,7256,0,7256,122724,206570,1762,2020-09-01
Campania,143,6,2143,2292,4430,446,7168,102,6392,776,7168,242683,425098,5837,2020-09-01
Puglia,123,7,730,860,4062,557,5479,39,2015,3464,5479,218643,308671,3651,2020-09-01
PA Trento,4,1,87,92,4602,405,5099,3,3450,1649,5099,83419,187288,695,2020-09-01
Sicilia,71,10,1071,1152,2911,287,4350,33,3176,1174,4350,269806,351872,4210,2020-09-01
Friuli Venezia Giulia,12,2,363,377,3061,348,3786,17,3647,139,3786,153624,328814,2822,2020-09-01
Abruzzo,29,1,376,406,2902,472,3780,5,3331,449,3780,102588,157881,846,2020-09-01
PA Bolzano,8,2,191,201,2455,292,2948,13,2948,0,2948,73432,138640,619,2020-09-01
Sardegna,31,6,800,837,1272,134,2243,50,1580,663,2243,116718,137366,1749,2020-09-01
Umbria,9,2,267,278,1445,80,1803,10,1518,285,1803,96713,156422,2251,2020-09-01
Calabria,22,0,244,266,1150,97,1513,22,1159,354,1513,155296,157402,1557,2020-09-01
Valle d'Aosta,3,0,27,30,1065,146,1241,0,1115,126,1241,17699,25057,164,2020-09-01
Molise,3,0,70,73,432,23,528,3,502,26,528,32507,33739,146,2020-09-01
Basilicata,1,1,86,88,408,28,524,1,405,119,524,55949,56739,462,2020-09-01
Lombardia,195,22,6735,6952,76258,16865,100075,135,91637,8438,100075,974484,1596833,9866,2020-08-31
Piemonte,98,7,1327,1432,27303,4146,32881,37,24398,8483,32881,360988,587908,2077,2020-08-31
Emilia-Romagna,106,9,2862,2977,24482,4463,31922,117,29354,2568,31922,528294,899733,6132,2020-08-31
Veneto,51,8,2328,2387,18422,2120,22929,65,19971,2958,22929,611002,1554195,6657,2020-08-31
Toscana,52,8,1514,1574,9143,1141,11858,73,10715,1143,11858,356542,539518,4438,2020-08-31
Lazio,328,7,2839,3174,7139,878,11191,148,6686,4505,11191,477920,584482,13093,2020-08-31
Liguria,38,1,502,541,8839,1571,10951,44,8693,2258,10951,128050,237402,1360,2020-08-31
Marche,13,1,284,298,5955,987,7240,2,7240,0,7240,121684,204808,719,2020-08-31
Campania,95,1,2114,2210,4411,445,7066,184,6341,725,7066,237519,419261,5783,2020-08-31
Puglia,116,7,721,844,4040,556,5440,38,2008,3432,5440,216105,305020,1974,2020-08-31
PA Trento,5,1,85,91,4600,405,5096,4,3448,1648,5096,83022,186593,112,2020-08-31
Sicilia,70,10,1045,1125,2906,286,4317,26,3162,1155,4317,267086,347662,1315,2020-08-31
Abruzzo,35,1,391,427,2878,472,3777,4,3331,446,3777,101993,157035,261,2020-08-31
Friuli Venezia Giulia,13,2,350,365,3056,348,3769,5,3640,129,3769,152510,325992,717,2020-08-31
PA Bolzano,8,2,180,190,2453,292,2935,3,2935,0,2935,73091,138021,904,2020-08-31
Sardegna,28,4,757,789,1270,134,2193,79,1574,619,2193,115112,135617,1083,2020-08-31
Umbria,10,2,256,268,1445,80,1793,9,1518,275,1793,95705,154171,505,2020-08-31
Calabria,21,0,224,245,1149,97,1491,14,1159,332,1491,153811,155845,926,2020-08-31
Valle d'Aosta,2,0,29,31,1064,146,1241,9,1115,126,1241,17602,24893,110,2020-08-31
Molise,3,0,67,70,432,23,525,0,502,23,525,32364,33593,210,2020-08-31
Basilicata,1,1,86,88,408,28,524,0,405,119,524,55487,56277,276,2020-08-31
Lombardia,194,20,6615,6829,76248,16863,99940,235,91582,8358,99940,966973,1586967,12863,2020-08-30
Piemonte,85,5,1315,1405,27293,4146,32844,60,24400,8444,32844,359814,585831,3045,2020-08-30
Emilia-Romagna,99,11,2758,2868,24478,4459,31805,109,29294,2511,31805,524656,893601,9202,2020-08-30
Veneto,52,7,2286,2345,18399,2120,22864,109,19964,2900,22864,607977,1547538,7185,2020-08-30
Toscana,48,5,1450,1503,9141,1141,11785,98,10695,1090,11785,353231,535080,6433,2020-08-30
Lazio,310,7,2718,3035,7130,878,11043,156,6686,4357,11043,466475,571389,12784,2020-08-30
Liguria,32,1,476,509,8827,1571,10907,53,8670,2237,10907,127057,236042,1756,2020-08-30
Marche,12,1,289,302,5949,987,7238,15,7238,0,7238,121344,204089,1421,2020-08-30
Campania,110,4,1911,2025,4412,445,6882,270,6243,639,6882,233301,413478,6729,2020-08-30
Puglia,117,5,695,817,4029,556,5402,69,2004,3398,5402,213959,303046,2708,2020-08-30
PA Trento,3,1,83,87,4600,405,5092,8,3445,1647,5092,82952,186481,1053,2020-08-30
Sicilia,68,10,1036,1114,2891,286,4291,34,3152,1139,4291,266061,346347,2365,2020-08-30
Abruzzo,37,1,391,429,2872,472,3773,34,3331,442,3773,101829,156774,2184,2020-08-30
